Current (A),Voltage (V),Electron current (pA)
-3.531E-11,59.351,35.312
-3.499E-11,59.360,34.990
-3.467E-11,59.368,34.673
-3.441E-11,59.367,34.411
-3.421E-11,59.391,34.214
-3.405E-11,59.409,34.050
-3.391E-11,59.425,33.911
-3.376E-11,59.439,33.760
-3.361E-11,59.449,33.611
-3.346E-11,59.460,33.462
-3.333E-11,59.462,33.326
-3.321E-11,59.470,33.205
-3.311E-11,59.487,33.109
-3.302E-11,59.495,33.017
-3.291E-11,59.518,32.909
-3.278E-11,59.520,32.779
-3.266E-11,59.527,32.656
-3.254E-11,59.545,32.536
-3.242E-11,59.556,32.423
-3.231E-11,59.575,32.305
-3.218E-11,59.583,32.182
-3.205E-11,59.594,32.046
-3.191E-11,59.606,31.914
-3.179E-11,59.611,31.793
-3.168E-11,59.623,31.680
-3.157E-11,59.636,31.574
-3.147E-11,59.649,31.474
-3.136E-11,59.662,31.360
-3.124E-11,59.669,31.243
-3.113E-11,59.685,31.130
-3.102E-11,59.682,31.022
-3.093E-11,59.697,30.927
-3.083E-11,59.721,30.826
-3.071E-11,59.734,30.708
-3.058E-11,59.741,30.580
-3.044E-11,59.753,30.444
-3.031E-11,59.762,30.311
-3.019E-11,59.775,30.186
-3.006E-11,59.786,30.063
-2.994E-11,59.799,29.945
-2.983E-11,59.802,29.831
-2.971E-11,59.818,29.711
-2.960E-11,59.825,29.602
-2.951E-11,59.824,29.511
-2.943E-11,59.833,29.433
-2.937E-11,59.841,29.368
-2.930E-11,59.861,29.302
-2.921E-11,59.892,29.208
-2.906E-11,59.927,29.061
-2.888E-11,59.917,28.880
-2.870E-11,59.922,28.697
-2.855E-11,59.928,28.546
-2.843E-11,59.933,28.434
-2.834E-11,59.947,28.338
-2.825E-11,59.965,28.250
-2.816E-11,59.970,28.156
-2.805E-11,59.980,28.048
-2.793E-11,59.998,27.935
-2.783E-11,59.996,27.827
-2.772E-11,60.004,27.723
-2.763E-11,60.025,27.634
-2.754E-11,60.034,27.538
-2.743E-11,60.029,27.432
-2.734E-11,60.045,27.338
-2.724E-11,60.065,27.244
-2.714E-11,60.084,27.140
-2.702E-11,60.096,27.015
-2.686E-11,60.107,26.861
-2.671E-11,60.118,26.707
-2.657E-11,60.129,26.571
-2.645E-11,60.143,26.449
-2.633E-11,60.173,26.325
-2.618E-11,60.203,26.175
-2.601E-11,60.210,26.009
-2.582E-11,60.225,25.824
-2.565E-11,60.235,25.649
-2.549E-11,60.242,25.495
-2.537E-11,60.254,25.366
-2.525E-11,60.256,25.251
-2.515E-11,60.264,25.150
-2.505E-11,60.275,25.054
-2.497E-11,60.286,24.966
-2.487E-11,60.300,24.869
-2.476E-11,60.298,24.765
-2.466E-11,60.313,24.659
-2.456E-11,60.330,24.557
-2.446E-11,60.344,24.464
-2.437E-11,60.352,24.369
-2.427E-11,60.352,24.268
-2.418E-11,60.359,24.184
-2.411E-11,60.371,24.110
-2.404E-11,60.387,24.035
-2.396E-11,60.391,23.959
-2.387E-11,60.396,23.869
-2.379E-11,60.398,23.791
-2.373E-11,60.409,23.732
-2.367E-11,60.414,23.674
-2.361E-11,60.423,23.613
-2.355E-11,60.437,23.547
-2.347E-11,60.430,23.474
-2.339E-11,60.450,23.388
-2.331E-11,60.459,23.309
-2.324E-11,60.458,23.238
-2.318E-11,60.465,23.175
-2.311E-11,60.480,23.114
-2.305E-11,60.494,23.048
-2.297E-11,60.499,22.972
-2.289E-11,60.503,22.887
-2.282E-11,60.502,22.819
-2.275E-11,60.524,22.755
-2.269E-11,60.539,22.689
-2.261E-11,60.559,22.606
-2.251E-11,60.568,22.510
-2.240E-11,60.572,22.403
-2.231E-11,60.569,22.308
-2.223E-11,60.578,22.229
-2.217E-11,60.604,22.168
-2.209E-11,60.623,22.086
-2.199E-11,60.634,21.986
-2.188E-11,60.645,21.881
-2.177E-11,60.660,21.768
-2.167E-11,60.676,21.669
-2.156E-11,60.692,21.563
-2.145E-11,60.702,21.452
-2.134E-11,60.700,21.342
-2.125E-11,60.705,21.247
-2.117E-11,60.706,21.170
-2.112E-11,60.710,21.121
-2.108E-11,60.730,21.084
-2.104E-11,60.752,21.044
-2.097E-11,60.781,20.966
-2.084E-11,60.805,20.843
-2.071E-11,60.843,20.707
-2.054E-11,60.864,20.542
-2.037E-11,60.894,20.370
-2.020E-11,60.930,20.197
-2.002E-11,60.958,20.018
-1.986E-11,60.979,19.855
-1.969E-11,61.005,19.689
-1.953E-11,61.010,19.532
-1.938E-11,61.036,19.380
-1.924E-11,61.058,19.240
-1.912E-11,61.077,19.118
-1.900E-11,61.091,19.000
-1.890E-11,61.106,18.896
-1.880E-11,61.123,18.804
-1.872E-11,61.142,18.719
-1.864E-11,61.156,18.640
-1.856E-11,61.187,18.558
-1.848E-11,61.232,18.479
-1.838E-11,61.262,18.382
-1.827E-11,61.284,18.272
-1.817E-11,61.293,18.172
-1.809E-11,61.321,18.088
-1.801E-11,61.348,18.014
-1.794E-11,61.373,17.940
-1.788E-11,61.388,17.880
-1.783E-11,61.407,17.825
-1.778E-11,61.426,17.779
-1.774E-11,61.443,17.737
-1.770E-11,61.466,17.703
-1.767E-11,61.487,17.670
-1.764E-11,61.496,17.642
-1.762E-11,61.503,17.623
-1.761E-11,61.522,17.612
-1.760E-11,61.552,17.603
-1.759E-11,61.573,17.595
-1.759E-11,61.594,17.590
-1.759E-11,61.616,17.589
-1.760E-11,61.655,17.595
-1.760E-11,61.684,17.602
-1.762E-11,61.713,17.622
-1.765E-11,61.737,17.649
-1.768E-11,61.769,17.679
-1.772E-11,61.790,17.717
-1.777E-11,61.812,17.765
-1.782E-11,61.841,17.817
-1.787E-11,61.866,17.872
-1.794E-11,61.897,17.945
-1.802E-11,61.920,18.019
-1.811E-11,61.938,18.105
-1.820E-11,61.968,18.197
-1.829E-11,61.983,18.294
-1.840E-11,62.009,18.395
-1.849E-11,62.031,18.489
-1.859E-11,62.057,18.592
-1.870E-11,62.080,18.698
-1.882E-11,62.095,18.816
-1.894E-11,62.116,18.945
-1.907E-11,62.144,19.073
-1.921E-11,62.162,19.213
-1.935E-11,62.179,19.355
-1.949E-11,62.198,19.486
-1.962E-11,62.228,19.621
-1.977E-11,62.252,19.768
-1.992E-11,62.273,19.923
-2.008E-11,62.273,20.077
-2.022E-11,62.294,20.215
-2.035E-11,62.324,20.354
-2.050E-11,62.338,20.502
-2.065E-11,62.348,20.654
-2.081E-11,62.377,20.806
-2.097E-11,62.426,20.974
-2.120E-11,62.456,21.197
-2.146E-11,62.470,21.456
-2.170E-11,62.497,21.701
-2.195E-11,62.538,21.949
-2.221E-11,62.566,22.214
-2.249E-11,62.581,22.492
-2.276E-11,62.600,22.757
-2.301E-11,62.629,23.010
-2.327E-11,62.649,23.266
-2.352E-11,62.660,23.524
-2.375E-11,62.670,23.747
-2.394E-11,62.690,23.937
-2.412E-11,62.730,24.122
-2.435E-11,62.748,24.346
-2.460E-11,62.794,24.603
-2.492E-11,62.824,24.922
-2.529E-11,62.838,25.285
-2.562E-11,62.842,25.622
-2.590E-11,62.844,25.898
-2.610E-11,62.841,26.096
-2.622E-11,62.832,26.222
-2.630E-11,62.841,26.299
-2.634E-11,62.843,26.341
-2.637E-11,62.846,26.370
-2.640E-11,62.869,26.404
-2.648E-11,62.904,26.483
-2.665E-11,62.921,26.648
-2.688E-11,62.925,26.876
-2.711E-11,62.934,27.114
-2.730E-11,62.951,27.300
-2.748E-11,62.981,27.482
-2.769E-11,63.019,27.686
-2.797E-11,63.046,27.967
-2.830E-11,63.075,28.304
-2.867E-11,63.089,28.665
-2.903E-11,63.113,29.028
-2.936E-11,63.135,29.356
-2.966E-11,63.142,29.663
-2.993E-11,63.146,29.932
-3.015E-11,63.152,30.148
-3.031E-11,63.160,30.306
-3.045E-11,63.163,30.447
-3.057E-11,63.174,30.565
-3.068E-11,63.181,30.677
-3.080E-11,63.193,30.799
-3.093E-11,63.220,30.934
-3.111E-11,63.240,31.106
-3.131E-11,63.239,31.313
-3.151E-11,63.241,31.510
-3.167E-11,63.248,31.669
-3.179E-11,63.265,31.794
-3.193E-11,63.276,31.925
-3.207E-11,63.278,32.069
-3.220E-11,63.280,32.199
-3.231E-11,63.276,32.309
-3.239E-11,63.276,32.385
-3.243E-11,63.281,32.431
-3.247E-11,63.287,32.467
-3.250E-11,63.296,32.499
-3.256E-11,63.308,32.559
-3.266E-11,63.317,32.661
-3.278E-11,63.332,32.781
-3.293E-11,63.348,32.927
-3.310E-11,63.352,33.099
-3.326E-11,63.358,33.263
-3.341E-11,63.372,33.408
-3.356E-11,63.386,33.564
-3.373E-11,63.391,33.727
-3.388E-11,63.408,33.884
-3.404E-11,63.431,34.044
-3.424E-11,63.450,34.238
-3.448E-11,63.463,34.476
-3.473E-11,63.475,34.733
-3.499E-11,63.480,34.986
-3.520E-11,63.492,35.197
-3.538E-11,63.501,35.376
-3.554E-11,63.519,35.538
-3.572E-11,63.548,35.715
-3.594E-11,63.570,35.942
-3.621E-11,63.578,36.213
-3.649E-11,63.583,36.487
-3.674E-11,63.582,36.736
-3.692E-11,63.589,36.918
-3.706E-11,63.593,37.060
-3.717E-11,63.608,37.167
-3.729E-11,63.633,37.292
-3.746E-11,63.647,37.456
-3.765E-11,63.654,37.654
-3.786E-11,63.658,37.856
-3.803E-11,63.672,38.027
-3.817E-11,63.681,38.165
-3.830E-11,63.697,38.303
-3.846E-11,63.709,38.457
-3.865E-11,63.748,38.651
-3.891E-11,63.794,38.913
-3.931E-11,63.827,39.309
-3.978E-11,63.839,39.779
-4.024E-11,63.847,40.240
-4.066E-11,63.862,40.659
-4.102E-11,63.913,41.020
-4.139E-11,63.943,41.394
-4.181E-11,63.952,41.813
-4.222E-11,63.954,42.224
-4.258E-11,63.962,42.578
-4.283E-11,63.965,42.831
-4.299E-11,63.974,42.995
-4.312E-11,63.981,43.116
-4.322E-11,64.006,43.219
-4.335E-11,64.018,43.347
-4.353E-11,64.023,43.525
-4.374E-11,64.040,43.740
-4.394E-11,64.045,43.942
-4.412E-11,64.057,44.116
-4.428E-11,64.065,44.279
-4.444E-11,64.083,44.437
-4.461E-11,64.085,44.606
-4.480E-11,64.112,44.801
-4.501E-11,64.128,45.006
-4.522E-11,64.152,45.224
-4.548E-11,64.182,45.475
-4.578E-11,64.208,45.777
-4.613E-11,64.226,46.127
-4.648E-11,64.226,46.484
-4.678E-11,64.226,46.779
-4.700E-11,64.252,46.999
-4.719E-11,64.274,47.193
-4.741E-11,64.291,47.407
-4.765E-11,64.299,47.647
-4.789E-11,64.320,47.888
-4.813E-11,64.343,48.127
-4.840E-11,64.363,48.402
-4.866E-11,64.363,48.665
-4.888E-11,64.375,48.883
-4.907E-11,64.385,49.075
-4.925E-11,64.398,49.251
-4.943E-11,64.425,49.425
-4.965E-11,64.447,49.646
-4.991E-11,64.457,49.907
-5.018E-11,64.460,50.181
-5.043E-11,64.472,50.426
-5.063E-11,64.486,50.630
-5.080E-11,64.498,50.798
-5.096E-11,64.519,50.956
-5.113E-11,64.522,51.132
-5.131E-11,64.528,51.309
-5.146E-11,64.536,51.465
-5.159E-11,64.548,51.595
-5.171E-11,64.552,51.712
-5.183E-11,64.567,51.826
-5.195E-11,64.577,51.948
-5.208E-11,64.582,52.082
-5.222E-11,64.590,52.218
-5.235E-11,64.603,52.347
-5.248E-11,64.619,52.481
-5.263E-11,64.638,52.634
-5.281E-11,64.649,52.807
-5.300E-11,64.656,53.001
-5.319E-11,64.665,53.192
-5.336E-11,64.677,53.358
-5.351E-11,64.689,53.512
-5.367E-11,64.707,53.667
-5.384E-11,64.734,53.839
-5.406E-11,64.748,54.055
-5.430E-11,64.754,54.303
-5.454E-11,64.757,54.538
-5.471E-11,64.767,54.715
-5.486E-11,64.772,54.859
-5.498E-11,64.783,54.982
-5.509E-11,64.799,55.093
-5.522E-11,64.806,55.223
-5.536E-11,64.811,55.357
-5.548E-11,64.811,55.482
-5.557E-11,64.818,55.571
-5.564E-11,64.820,55.643
-5.571E-11,64.829,55.713
-5.579E-11,64.855,55.788
-5.591E-11,64.876,55.907
-5.609E-11,64.888,56.089
-5.630E-11,64.898,56.305
-5.652E-11,64.903,56.522
-5.671E-11,64.902,56.706
-5.682E-11,64.899,56.823
-5.688E-11,64.898,56.877
-5.688E-11,64.895,56.883
-5.686E-11,64.909,56.859
-5.686E-11,64.928,56.865
-5.694E-11,64.950,56.939
-5.710E-11,64.962,57.102
-5.732E-11,64.993,57.320
-5.758E-11,65.013,57.582
-5.787E-11,65.050,57.873
-5.824E-11,65.094,58.240
-5.866E-11,65.100,58.657
-5.906E-11,65.111,59.059
-5.939E-11,65.117,59.387
-5.962E-11,65.131,59.622
-5.980E-11,65.140,59.802
-5.996E-11,65.145,59.956
-6.008E-11,65.155,60.082
-6.021E-11,65.163,60.207
-6.033E-11,65.177,60.328
-6.046E-11,65.193,60.456
-6.060E-11,65.204,60.602
-6.075E-11,65.217,60.755
-6.092E-11,65.238,60.921
-6.111E-11,65.245,61.111
-6.128E-11,65.252,61.281
-6.142E-11,65.269,61.420
-6.156E-11,65.285,61.556
-6.171E-11,65.312,61.706
-6.190E-11,65.341,61.904
-6.217E-11,65.352,62.167
-6.244E-11,65.360,62.441
-6.267E-11,65.376,62.668
-6.286E-11,65.393,62.865
-6.305E-11,65.407,63.052
-6.323E-11,65.415,63.228
-6.339E-11,65.420,63.391
-6.353E-11,65.430,63.525
-6.364E-11,65.461,63.635
-6.379E-11,65.484,63.791
-6.401E-11,65.496,64.010
-6.427E-11,65.518,64.274
-6.452E-11,65.526,64.523
-6.476E-11,65.536,64.763
-6.498E-11,65.574,64.975
-6.519E-11,65.586,65.188
-6.544E-11,65.614,65.439
-6.573E-11,65.636,65.728
-6.602E-11,65.652,66.023
-6.630E-11,65.670,66.304
-6.655E-11,65.681,66.547
-6.676E-11,65.701,66.757
-6.695E-11,65.729,66.947
-6.716E-11,65.772,67.156
-6.742E-11,65.791,67.417
-6.772E-11,65.803,67.716
-6.801E-11,65.811,68.005
-6.823E-11,65.826,68.234
-6.841E-11,65.849,68.415
-6.857E-11,65.857,68.571
-6.872E-11,65.887,68.721
-6.887E-11,65.881,68.868
-6.899E-11,65.886,68.992
-6.911E-11,65.899,69.109
-6.921E-11,65.913,69.209
-6.931E-11,65.929,69.313
-6.943E-11,65.944,69.428
-6.956E-11,65.959,69.560
-6.970E-11,65.970,69.699
-6.984E-11,65.983,69.843
-6.998E-11,66.006,69.982
-7.012E-11,66.021,70.124
-7.027E-11,66.036,70.267
-7.041E-11,66.052,70.407
-7.056E-11,66.071,70.555
-7.071E-11,66.085,70.711
-7.087E-11,66.106,70.874
-7.103E-11,66.123,71.027
-7.118E-11,66.131,71.183
-7.132E-11,66.137,71.317
-7.143E-11,66.142,71.426
-7.150E-11,66.156,71.503
-7.158E-11,66.175,71.584
-7.167E-11,66.196,71.673
-7.179E-11,66.214,71.795
-7.194E-11,66.233,71.940
-7.210E-11,66.250,72.100
-7.226E-11,66.282,72.258
-7.243E-11,66.320,72.434
-7.264E-11,66.358,72.643
-7.289E-11,66.402,72.889
-7.316E-11,66.427,73.162
-7.344E-11,66.447,73.442
-7.370E-11,66.462,73.704
-7.394E-11,66.489,73.938
-7.413E-11,66.488,74.126
-7.426E-11,66.502,74.264
-7.438E-11,66.518,74.377
-7.447E-11,66.532,74.470
-7.456E-11,66.560,74.564
-7.468E-11,66.591,74.678
-7.481E-11,66.616,74.813
-7.497E-11,66.642,74.970
-7.514E-11,66.656,75.137
-7.528E-11,66.675,75.284
-7.542E-11,66.698,75.424
-7.555E-11,66.720,75.548
-7.567E-11,66.737,75.669
-7.579E-11,66.785,75.791
-7.595E-11,66.834,75.949
-7.613E-11,66.858,76.134
-7.633E-11,66.865,76.327
-7.648E-11,66.867,76.485
-7.660E-11,66.871,76.602
-7.667E-11,66.872,76.668
-7.669E-11,66.887,76.690
-7.671E-11,66.906,76.712
-7.675E-11,66.932,76.746
-7.680E-11,66.947,76.800
-7.687E-11,66.974,76.866
-7.696E-11,67.013,76.959
-7.706E-11,67.033,77.059
-7.717E-11,67.044,77.170
-7.727E-11,67.053,77.266
-7.734E-11,67.065,77.340
-7.739E-11,67.078,77.394
-7.744E-11,67.082,77.441
-7.748E-11,67.085,77.476
-7.750E-11,67.091,77.496
-7.752E-11,67.133,77.515
-7.754E-11,67.144,77.541
-7.759E-11,67.147,77.595
-7.764E-11,67.142,77.644
-7.768E-11,67.185,77.680
-7.773E-11,67.258,77.726
-7.781E-11,67.308,77.805
-7.793E-11,67.330,77.925
-7.804E-11,67.369,78.044
-7.815E-11,67.408,78.149
-7.825E-11,67.427,78.254
-7.833E-11,67.448,78.331
-7.840E-11,67.476,78.397
-7.845E-11,67.492,78.445
-7.848E-11,67.521,78.484
-7.852E-11,67.567,78.521
-7.856E-11,67.611,78.556
-7.859E-11,67.639,78.587
-7.862E-11,67.660,78.624
-7.865E-11,67.697,78.654
-7.867E-11,67.715,78.674
-7.868E-11,67.744,78.683
-7.868E-11,67.772,78.679
-7.867E-11,67.787,78.672
-7.866E-11,67.803,78.660
-7.865E-11,67.833,78.647
-7.863E-11,67.866,78.633
-7.861E-11,67.890,78.614
-7.858E-11,67.901,78.585
-7.856E-11,67.912,78.558
-7.853E-11,67.927,78.531
-7.850E-11,67.973,78.500
-7.847E-11,67.989,78.467
-7.843E-11,68.002,78.429
-7.839E-11,68.014,78.394
-7.835E-11,68.032,78.354
-7.832E-11,68.051,78.320
-7.828E-11,68.076,78.277
-7.824E-11,68.097,78.239
-7.819E-11,68.126,78.191
-7.814E-11,68.153,78.142
-7.809E-11,68.180,78.085
-7.802E-11,68.198,78.020
-7.795E-11,68.217,77.948
-7.788E-11,68.218,77.876
-7.781E-11,68.228,77.812
-7.776E-11,68.241,77.761
-7.772E-11,68.252,77.718
-7.767E-11,68.267,77.667
-7.762E-11,68.280,77.623
-7.757E-11,68.298,77.574
-7.752E-11,68.314,77.523
-7.747E-11,68.321,77.470
-7.740E-11,68.353,77.401
-7.734E-11,68.374,77.337
-7.726E-11,68.385,77.262
-7.719E-11,68.398,77.186
-7.712E-11,68.410,77.118
-7.706E-11,68.416,77.060
-7.701E-11,68.430,77.009
-7.696E-11,68.454,76.958
-7.690E-11,68.485,76.902
-7.683E-11,68.516,76.827
-7.672E-11,68.528,76.725
-7.663E-11,68.534,76.625
-7.654E-11,68.534,76.543
-7.648E-11,68.536,76.476
-7.643E-11,68.534,76.427
-7.640E-11,68.534,76.401
-7.638E-11,68.532,76.378
-7.637E-11,68.532,76.367
-7.636E-11,68.534,76.357
-7.635E-11,68.535,76.352
-7.635E-11,68.535,76.348
-7.635E-11,68.535,76.350
-7.635E-11,68.536,76.347
-7.635E-11,68.534,76.348
-7.635E-11,68.535,76.350
-7.635E-11,68.552,76.349
-7.634E-11,68.586,76.340
-7.630E-11,68.601,76.296
-7.623E-11,68.617,76.235
-7.616E-11,68.633,76.159
-7.608E-11,68.653,76.078
-7.599E-11,68.691,75.990
-7.588E-11,68.707,75.883
-7.576E-11,68.718,75.762
-7.563E-11,68.744,75.634
-7.552E-11,68.763,75.517
-7.540E-11,68.770,75.403
-7.529E-11,68.808,75.288
-7.518E-11,68.841,75.178
-7.504E-11,68.855,75.044
-7.491E-11,68.869,74.907
-7.477E-11,68.885,74.775
-7.465E-11,68.915,74.645
-7.452E-11,68.940,74.518
-7.438E-11,68.959,74.381
-7.424E-11,68.976,74.244
-7.411E-11,68.991,74.107
-7.397E-11,69.019,73.973
-7.384E-11,69.039,73.839
-7.369E-11,69.057,73.689
-7.353E-11,69.071,73.526
-7.338E-11,69.093,73.375
-7.323E-11,69.129,73.226
-7.308E-11,69.134,73.075
-7.292E-11,69.145,72.920
-7.277E-11,69.232,72.773
-7.255E-11,69.335,72.555
-7.218E-11,69.379,72.177
-7.168E-11,69.400,71.684
-7.123E-11,69.399,71.233
-7.088E-11,69.403,70.876
-7.063E-11,69.400,70.626
-7.048E-11,69.402,70.481
-7.040E-11,69.418,70.396
-7.032E-11,69.478,70.318
-7.017E-11,69.519,70.172
-6.992E-11,69.555,69.919
-6.958E-11,69.581,69.579
-6.923E-11,69.632,69.233
-6.887E-11,69.674,68.869
-6.848E-11,69.726,68.477
-6.806E-11,69.775,68.055
-6.759E-11,69.812,67.594
-6.714E-11,69.850,67.140
-6.669E-11,69.891,66.689
-6.624E-11,69.913,66.240
-6.578E-11,69.947,65.780
-6.531E-11,69.983,65.305
-6.481E-11,70.022,64.812
-6.437E-11,70.047,64.368
-6.395E-11,70.069,63.949
-6.358E-11,70.097,63.576
-6.324E-11,70.117,63.237
-6.292E-11,70.123,62.923
-6.266E-11,70.138,62.658
-6.244E-11,70.153,62.441
-6.222E-11,70.181,62.225
-6.199E-11,70.207,61.988
-6.173E-11,70.226,61.734
-6.148E-11,70.243,61.476
-6.121E-11,70.278,61.214
-6.093E-11,70.308,60.935
-6.064E-11,70.332,60.636
-6.032E-11,70.352,60.322
-5.998E-11,70.377,59.983
-5.967E-11,70.394,59.675
-5.939E-11,70.406,59.388
-5.913E-11,70.419,59.125
-5.889E-11,70.430,58.892
-5.870E-11,70.438,58.696
-5.853E-11,70.440,58.529
-5.839E-11,70.452,58.388
-5.826E-11,70.465,58.259
-5.813E-11,70.464,58.126
-5.799E-11,70.482,57.995
-5.787E-11,70.492,57.868
-5.774E-11,70.498,57.741
-5.762E-11,70.509,57.617
-5.750E-11,70.521,57.503
-5.737E-11,70.535,57.369
-5.723E-11,70.533,57.228
-5.710E-11,70.546,57.102
-5.698E-11,70.553,56.983
-5.688E-11,70.556,56.877
-5.678E-11,70.567,56.783
-5.668E-11,70.583,56.684
-5.656E-11,70.600,56.557
-5.640E-11,70.603,56.399
-5.624E-11,70.609,56.243
-5.611E-11,70.616,56.111
-5.600E-11,70.632,56.001
-5.590E-11,70.643,55.897
-5.577E-11,70.658,55.773
-5.563E-11,70.664,55.631
-5.548E-11,70.665,55.481
-5.535E-11,70.680,55.349
-5.523E-11,70.699,55.230
-5.509E-11,70.708,55.094
-5.495E-11,70.723,54.949
-5.479E-11,70.734,54.794
-5.463E-11,70.737,54.634
-5.448E-11,70.741,54.485
-5.434E-11,70.752,54.344
-5.423E-11,70.763,54.231
-5.412E-11,70.761,54.123
-5.403E-11,70.783,54.029
-5.392E-11,70.815,53.916
-5.373E-11,70.829,53.733
-5.351E-11,70.834,53.509
-5.330E-11,70.838,53.296
-5.312E-11,70.842,53.118
-5.299E-11,70.852,52.988
-5.288E-11,70.855,52.882
-5.279E-11,70.858,52.789
-5.270E-11,70.874,52.704
-5.260E-11,70.890,52.602
-5.247E-11,70.901,52.468
-5.231E-11,70.922,52.307
-5.213E-11,70.927,52.128
-5.195E-11,70.939,51.948
-5.179E-11,70.942,51.793
-5.164E-11,70.961,51.641
-5.149E-11,70.984,51.494
-5.132E-11,70.992,51.317
-5.113E-11,71.013,51.127
-5.092E-11,71.035,50.916
-5.069E-11,71.057,50.688
-5.042E-11,71.083,50.416
-5.011E-11,71.115,50.109
-4.978E-11,71.123,49.784
-4.946E-11,71.141,49.463
-4.917E-11,71.168,49.174
-4.890E-11,71.194,48.899
-4.861E-11,71.205,48.607
-4.831E-11,71.236,48.307
-4.800E-11,71.252,48.003
-4.770E-11,71.262,47.704
-4.742E-11,71.281,47.424
-4.716E-11,71.314,47.156
-4.686E-11,71.341,46.864
-4.653E-11,71.363,46.529
-4.618E-11,71.367,46.176
-4.588E-11,71.378,45.883
-4.563E-11,71.398,45.633
-4.540E-11,71.408,45.397
-4.519E-11,71.413,45.186
-4.500E-11,71.425,45.001
-4.484E-11,71.428,44.836
-4.467E-11,71.441,44.672
-4.453E-11,71.440,44.530
-4.440E-11,71.457,44.403
-4.427E-11,71.466,44.274
-4.414E-11,71.475,44.139
-4.400E-11,71.487,43.997
-4.385E-11,71.510,43.852
-4.368E-11,71.531,43.684
-4.347E-11,71.538,43.472
-4.326E-11,71.545,43.265
-4.307E-11,71.563,43.068
-4.288E-11,71.590,42.881
-4.268E-11,71.601,42.679
-4.245E-11,71.611,42.453
-4.224E-11,71.615,42.240
-4.205E-11,71.625,42.051
-4.189E-11,71.643,41.891
-4.173E-11,71.652,41.731
-4.156E-11,71.664,41.564
-4.139E-11,71.680,41.394
-4.122E-11,71.690,41.222
-4.104E-11,71.703,41.036
-4.084E-11,71.713,40.837
-4.063E-11,71.725,40.633
-4.045E-11,71.738,40.451
-4.028E-11,71.762,40.276
-4.008E-11,71.781,40.083
-3.988E-11,71.790,39.879
-3.966E-11,71.800,39.662
-3.946E-11,71.826,39.458
-3.924E-11,71.835,39.239
-3.901E-11,71.858,39.014
-3.877E-11,71.894,38.770
-3.849E-11,71.919,38.492
-3.819E-11,71.937,38.189
-3.790E-11,71.936,37.900
-3.765E-11,71.942,37.651
-3.745E-11,71.959,37.453
-3.730E-11,71.963,37.297
-3.715E-11,71.978,37.148
-3.701E-11,71.983,37.008
-3.686E-11,71.987,36.862
-3.671E-11,72.006,36.709
-3.655E-11,72.022,36.547
-3.638E-11,72.044,36.379
-3.619E-11,72.070,36.190
-3.597E-11,72.079,35.975
-3.575E-11,72.084,35.752
-3.557E-11,72.088,35.566
-3.542E-11,72.095,35.421
-3.532E-11,72.106,35.319
-3.521E-11,72.126,35.212
-3.506E-11,72.160,35.057
-3.485E-11,72.176,34.846
-3.460E-11,72.218,34.599
-3.434E-11,72.230,34.338
-3.407E-11,72.248,34.071
-3.380E-11,72.268,33.803
-3.354E-11,72.284,33.541
-3.330E-11,72.296,33.300
-3.308E-11,72.320,33.078
-3.285E-11,72.350,32.852
-3.262E-11,72.362,32.616
-3.238E-11,72.384,32.380
-3.216E-11,72.400,32.156
-3.193E-11,72.426,31.925
-3.169E-11,72.444,31.695
-3.147E-11,72.470,31.471
-3.124E-11,72.496,31.242
-3.100E-11,72.518,31.001
-3.075E-11,72.535,30.751
-3.052E-11,72.546,30.515
-3.031E-11,72.554,30.310
-3.014E-11,72.560,30.144
-3.001E-11,72.570,30.011
-2.990E-11,72.575,29.895
-2.980E-11,72.577,29.802
-2.973E-11,72.577,29.727
-2.967E-11,72.587,29.669
-2.961E-11,72.614,29.609
-2.952E-11,72.626,29.522
-2.942E-11,72.630,29.419
-2.932E-11,72.632,29.324
-2.923E-11,72.661,29.232
-2.913E-11,72.709,29.130
-2.897E-11,72.728,28.973
-2.879E-11,72.733,28.788
-2.861E-11,72.735,28.612
-2.848E-11,72.737,28.480
-2.839E-11,72.741,28.387
-2.832E-11,72.746,28.322
-2.828E-11,72.747,28.282
-2.825E-11,72.756,28.246
-2.821E-11,72.757,28.210
-2.818E-11,72.758,28.184
-2.815E-11,72.770,28.154
-2.812E-11,72.784,28.123
-2.807E-11,72.794,28.071
-2.802E-11,72.794,28.016
-2.796E-11,72.801,27.963
-2.792E-11,72.825,27.916
-2.786E-11,72.830,27.865
-2.780E-11,72.847,27.798
-2.773E-11,72.860,27.726
-2.765E-11,72.891,27.647
-2.755E-11,72.924,27.551
-2.744E-11,72.945,27.442
-2.733E-11,72.979,27.331
-2.720E-11,73.003,27.205
-2.708E-11,73.015,27.079
-2.696E-11,73.024,26.963
-2.686E-11,73.059,26.863
-2.677E-11,73.084,26.773
-2.669E-11,73.104,26.688
-2.660E-11,73.124,26.604
-2.654E-11,73.146,26.535
-2.647E-11,73.170,26.471
-2.642E-11,73.186,26.417
-2.637E-11,73.201,26.368
-2.633E-11,73.217,26.327
-2.630E-11,73.231,26.298
-2.627E-11,73.246,26.269
-2.625E-11,73.312,26.255
-2.624E-11,73.350,26.238
-2.622E-11,73.364,26.224
-2.622E-11,73.370,26.218
-2.621E-11,73.376,26.214
-2.622E-11,73.390,26.218
-2.623E-11,73.412,26.229
